id,event_type,entry,subject_id,actor,corrects,phase_id,slice_id,occurred_at,custom_attributes,last_referenced
PE-178,note,"DEPENDENCY BACKLOG TRIAGED BY BLAST RADIUS AND BY WHAT CI ACTUALLY PROVED, not by age. Fifteen dependabot PRs had been open since 2026-07-16, several of them touching the runtime this deployment stands on. Ten were merged and five were left open because CI demonstrates they genuinely break the build -- they are upgrade PROJECTS, not merges, and merging them because they are stale would have been the reckless reading of 'clear the backlog'. MERGED (all green, and each validated by the pipeline that would catch it): the five CI-tooling bumps (actions/checkout 4->7, setup-node 4->7, setup-dotnet 4->6, upload-artifact 4->7, anchore/sbom-action), the npm minor/patch group of 17, three dev-only bumps (jsdom 25->29, @types/node 24->26), node 22->26-alpine for the web build, and nginxinc/nginx-unprivileged 1.27->1.31-alpine. LEFT OPEN, each with a measured reason rather than an opinion. dotnet/sdk 8.0->10.0 (#128) and dotnet/aspnet 8.0->10.0 (#134) are blocked on the same thing and must move together: global.json pins the SDK to 8.0.422 with rollForward latestPatch and every project targets net8.0, so an SDK-10 image cannot build the solution and an aspnet-10 runtime cannot run a net8.0 app. CI agrees -- #128 fails two checks, #134 fails one. Retargeting the solution is a deliberate framework upgrade and belongs in its own slice. mssql/server 2022->2025 (#135) fails backend AND e2e; it is also the live datastore, and DEF-018's Express AUTO_CLOSE behaviour and the custom FTS image would both need re-verification against a new major, on top of a one-way database upgrade. typescript 6->7 (#139) fails frontend and e2e. @vitest/coverage-v8 3->4 (#137) fails frontend and e2e, and it is the tool the >=95% per-file coverage gate depends on, so a green build is the minimum bar before it moves. THE TWO RUNTIME BUMPS THAT DID LAND WERE VERIFIED WHERE CI CANNOT SEE. nginx 1.31 serves the cloud 443 listener and node 26 builds the SPA bundle, and CI's e2e only exercises the plain 8080 topology -- there are no certificates there, so the TLS server block, its header posture and the /kc/ rules are invisible to it. That is precisely the gap the local cloud boot gate exists for, and it was run before either bump could reach a paid box: 31 passed, 0 failed, including the TLS handshake, all six security headers on the 443 block, both /kc/ deny rules, all three /kc/ header assertions, and the SPA authorization round-trip.",,,,,,2026-08-07T17:56:16Z,,
PE-179,note,"AC-075 REACHES MET, and finishing the slice found two more un-failable checks. THE REBUILD: the previous instance was terminated so nothing could carry over, and i-07ac28ac2fedab921 was built at main tip fca58f36 following the runbook verbatim. 07-launch.sh clean; 08-bootstrap-box.sh clean with nine of nine assertions and the image-tag guard confirming the deployed images matched the checkout; section 6 certbot succeeded ON THE FIRST ATTEMPT with a real certificate verifying 0 from off the box; section 7 seeded all four accounts. All four then completed a real browser login with UPDATE_PASSWORD enforced on a genuinely fresh realm and JIT-provisioned with the correct roles. Two things were proved beyond the AC. The DEF-024 fixes work -- the deploy hook's exec bit and the documented --non-interactive flags were the whole of what stood between the previous run and a certificate. And the invocation ran under `set -eu`, so its Success means something: the previous run's Success was inherited from `systemctl is-active` while certbot had issued nothing. Cost guardrails verified rather than assumed: t3.medium, CpuCredits=standard, 50 GB gp3 encrypted, zero NAT gateways. THREE GUARDS THAT HAD NEVER EXECUTED NOW DO. The /kc/ header assertions added in 02c1ce7 landed AFTER the last local boot-gate run, so they shipped unexecuted -- the very pattern this slice keeps catching, this time in my own work. The gate now runs 31 passed / 0 failed with all three green, and the captured headers close the question I had left open: removing OUR copies under /kc/ lost nothing, because Keycloak supplies Referrer-Policy no-referrer, X-Content-Type-Options nosniff and X-Frame-Options SAMEORIGIN itself alongside the HSTS and Permissions-Policy we still add. Their falsifiability is not hypothetical -- the pre-fix header dump from the live box showed exactly the CSP and X-Frame-Options DENY they grep for. DEF-026: Amazon Linux 2023 ships NO cron, so runbook section 8 -- the only thing scheduling backup.sh -- died with `crontab: command not found` and the backups behind NFR-057/NFR-058 never existed on any box. It hid the DEF-024 way and it hid from ME earlier in this same session: SSM's command list has no set -e, so the failure left the rest running while a manual backup.sh in the same batch succeeded and copied to S3, and DEF-022 was recorded verified on evidence that was real but for the wrong claim. Fixed in the bootstrap next to docker/compose/git. DEF-027: AC-076's method cannot work, because the e2e suite's global-setup needs the master-realm token endpoint and the admin API, and the 443 listener 404s both by deliberate design. Measured, not assumed. Left Open on purpose -- the remedies are SL-027 design work, and the tempting ones are wrong: relaxing the deny is a security regression AC-081 partly rests on, and bolting a bypass onto seed-users.sh would break the temporary-password property CON-007/CON-009 and attributed voting depend on. DEF-014 RECONCILED, and the drift is the finding: the row had read Open through all of PH-5 while its cloud half shipped in P21, so the register claimed a violation that did not exist -- and checking the code instead of the row surfaced a real one nobody had recorded, since docker-compose.prod.yml never overrode the base MSSQL_PID and on-prem PRODUCTION still resolved to Developer. AC-084 recorded Partial with three concrete reasons rather than one. TOOLING NOTE: the block-no-verify hook scans the whole command line for a bare -n instead of parsing it as an argument to `git commit`, so `bash -n script.sh && git commit ...` is falsely blocked; confirmed by isolation. It is a safety control and was deliberately NOT loosened. PACKAGE-WRITE WARNING, and this one matters for anyone reading these rows: two package sessions in this run LOST their writes. DEF-026/DEF-027, the AC-075 and AC-084 verdicts and a whole progress entry were absent from the canonical CSVs afterwards, and reused ids (PE-178 issued three times, AV-103 twice) silently overwrote an earlier narrative. It was caught only by reading tamheed-package/csv/ directly instead of trusting the tools' return values, and everything was then re-recorded. Verify package writes against the CSVs before believing them.",,,,PH-5,SL-025,2026-08-07T18:00:41Z,,
PE-180,note,"Restores the C3 binding lost when a git reset discarded the uncommitted canonical JSONL of the session that first recorded it. #186 = DEF-014 (on-prem prod overlay still inherited Developer). #187 = DEF-026 (AL2023 ships no cron, so the backup schedule never existed) + the CPUCreditBalance alarm AC-084 reads. #188 = the governance record. DEF-027 raised Open against SL-027.",,,,,,2026-08-08T09:56:29Z,"{""ref"": ""fca58f3 (#186) + 8d40760 (#187) + 31a53b2 (#188)"", ""binds"": [""DEF-014"", ""DEF-026"", ""DEF-027"", ""AC-084"", ""AC-075"", ""SL-025"", ""SL-027"", ""PH-5""]}",
PE-181,note,"CORRECTION, AND IT RETRACTS A CLAIM I MADE AGAINST A TOOL. PE-179 closes with a 'PACKAGE-WRITE WARNING' stating that two Tamheed package sessions silently lost their writes, that ids were reused, and that package writes cannot be trusted without reading the CSVs. THAT DIAGNOSIS WAS WRONG, and the real cause was mine. tamheed-package/data/*.jsonl is GIT-TRACKED -- 29 files -- and canonical state is written there, not to a private store. During that run I ran `git reset --hard origin/main` repeatedly while merging PRs. Any package write that had not yet been git-committed was therefore discarded by my own reset, not by Tamheed. The evidence is unambiguous and was checked before this correction was written: only two commits in the entire run ever contained package data (9d27528 and the later restore), `git reflog` shows the resets sitting between the writes and any commit, and `git show <sha>:tamheed-package/data/audit_verdicts.jsonl` finds AV-103 in none of the intermediate commits. Tamheed then behaved CORRECTLY on each re-open: it loaded the canonical state as it actually stood on disk and allocated the next free id from it. What looked like id reuse was the allocator doing exactly the right thing against state my reset had rewound. The 'silent overwrite' of an earlier narrative was the same thing -- the earlier row no longer existed to be overwritten. THE REAL LESSON IS THE OPPOSITE OF THE ONE I RECORDED: a Tamheed package is a git working tree, so `git reset --hard`, `git checkout` and `git stash` are destructive to uncommitted package writes exactly as they are to uncommitted source. Package writes must be git-committed before any branch operation, in the same way code is. The verification habit I recommended -- read tamheed-package/csv/ rather than trusting a tool's return value -- remains sound advice, but for this reason rather than the one I gave. ONE GENUINE TAMHEED DEFECT WAS FOUND while investigating, and it is unrelated to the above: _next_id orders candidate ids with `ORDER BY id DESC`, which is a TEXT sort. Inside the zero-padded width that agrees with numeric order, so it is correct for the first 999 rows of a table and wrong permanently after -- 'PE-999' sorts above 'PE-1000', so every later call returns PE-1000 again, and since id is the primary key the insert raises and the batch rolls back. progress_update and audit_record would fail forever on any package that stays busy long enough; this package is at PE-181 and climbing. Reproduced in isolation rather than argued. NOT fixed here by operator instruction -- the tool is not this project's to change -- and reported upstream instead, with the reproduction and two further hazards, in findings_10.md at the repo root. The data damage from the reset has been repaired through the MCP tools rather than by hand: DEF-022's evidence text corrected (it claimed a crontab install that never happened -- see DEF-026), and the lost work_bind for #186/#187/#188 re-applied, which restores the last_referenced stamps that DEF-014, DEF-026, DEF-027 and AC-084 were all missing.",,,,PH-5,SL-025,2026-08-08T09:56:58Z,,
PE-182,note,"STRICT RE-READING OF AC-080, A CORRECTED REQUIREMENT REFERENCE, AND A SECOND FALSE CLAIM ABOUT THE TOOL RETRACTED -- this one caused by the tool rather than by me. AC-080 DOWNGRADED Met -> Partial (AV-105). The drill itself is untouched and still fully evidenced: 3->0->3 per database on Express, no compression clause, no Postgres leg, 19/0 green. What fails a strict reading is the AC's own binding clause '(verifies NFR-058)'. NFR-058 has two halves -- backups stored SEPARATE from the primary server, and restorability tested quarterly -- and the drill evidences the second plus the mechanism of the first, not the first as an operating property. DEF-022 (cron silently skipped the S3 copy) and DEF-026 (AL2023 ships no cron, so the schedule never existed) both landed after the Met verdict and show the regime was not running. A hand-run drill proves machinery, not a regime. The exit criterion is now named on the verdict so nobody has to re-derive it: an actual CRON-TRIGGERED backup observed to land off-instance. Every prerequisite is in place; it has simply never been watched. REQUIREMENT REFERENCE DRIFT, found while checking that: DEF-026 cited 'NFR-057 (RPO <= 4h)'. Wrong. The package and the v1 migration source (docs/requirements/non-functional.md) BOTH define NFR-056 as the RPO and NFR-057 as the RTO, and they agree with each other exactly -- so the package rows are faithful and the migration is not at fault. The swap lives in ACMP's own hand-written prose, where deploy/ scripts and runbooks had the two numbers reversed, and I copied it into the register from a code comment instead of checking the requirement. DEF-026 is corrected, the deploy/ prose is corrected, and docs/ is DELIBERATELY LEFT WRONG because AGENTS.md freezes it as a read-only archive -- recorded here so the next reader does not 'fix' the archive and does not read the inconsistency as an oversight. THE SECOND RETRACTION IS THE INTERESTING ONE, because unlike PE-181 the root cause is the tool and not the operator. OQ-065's resolution asserted that 'tamheed 2.6.0 exposes no write path to trace_edges in any case (entity_upsert rejects both trace-edge and trace_edge)'. That is false, and it was settled by TESTING rather than by re-reading: entity_upsert(type='trace-edge', ...) returns ok/applied:1 against this live package. 'trace-edge' is a registered entity type in the plugin source, commented 'write surface for relations', with its own INSERT OR IGNORE branch, and documented as a write surface in the plugin's own README and SKILL. Only the underscore spelling is genuinely unknown. The reason we believed otherwise is a defect in the tool's READ surface: entity_query(type='trace-edge') answers with the literal string ""unknown entity type 'trace-edge'"" for a type that is both known and writable -- it reports non-queryable as nonexistent. A false error message propagated into this package's permanent record and sat there for three days. That is now reported upstream as findings_10 A2 and OQ-065 is corrected. THE DECISION OQ-065 REACHED DOES NOT CHANGE: wiring duplicate DEC->ADR edges was undesirable regardless of whether it was possible, because two records of one fact drift apart; derivation at export time remains the right fix and remains upstream work. METHOD NOTE WORTH KEEPING: three claims about Tamheed have now been wrong in this project -- the lost writes (mine, PE-181), the NFR swap (ACMP prose, not the migration), and the trace_edges write path (the tool's own error message). The first two were caught by checking git and the v1 source; the third by running the call instead of reading about it. Reading a tool's error message is not evidence of the tool's behaviour.",,,,PH-5,SL-025,2026-08-08T10:42:32Z,,
PE-183,note,"RETRACTION TRAIL CLOSED for the trace_edges claim, and the sweep that closed it found a carrier the first pass missed. PE-182 retracted the false claim as it appeared in OQ-065, and OQ-065 itself was corrected in place. That was incomplete: the same claim is carried by THREE progress entries, and a first grep for one exact phrase found only two of them. A broader sweep across four phrasings found the third. Recorded here rather than by editing any of them, because progress entries are the append-only journal and a retraction must point AT the rows rather than rewrite them (that is also DEF-adjacent tooling finding A4 in findings_10 -- the tool would happily let me rewrite them in place, and the fact that it would is exactly why the discipline has to come from us). THE THREE ARE NOT THE SAME KIND OF STATEMENT, and flattening them would destroy the only distinction a future reader needs. PE-166 is the ORIGINAL FINDING: 'FIRST, there is no sanctioned write path to trace_edges in tamheed 2.6.0: the table is not exposed to entity_query, and entity_upsert rejects both trace-edge and trace_edge.' The claim is that entry's substance, and it is false in its second half -- entity_upsert accepts 'trace-edge'; only the underscore spelling is unknown, and the 'not exposed to entity_query' half is true. PE-169 is a COMMIT-SUMMARY RESTATEMENT of PE-166 and inherits the error without adding anything. PE-167 is the one that matters and the one nearly missed: it uses the claim as a SUBORDINATE CLAUSE under a resolution -- 'Recorded as an upstream note rather than a blocker, since fixing it means changing the plugin, not this package, and no write path to trace_edges exists in 2.6.0 anyway.' READ IN FULL BEFORE WRITING THIS, and the reading is what settles it: the word is 'anyway'. The clause is a secondary reinforcement, not the reason. PE-167's decision rests on its PRIMARY reason -- that this is a derivation gap in the plugin's export rather than a defect in this package -- and that reason is untouched and still correct. So OQ-065's resolution STANDS ENTIRELY. Nothing decided there needs revisiting: wiring duplicate DEC->ADR edges was undesirable regardless of whether it was possible, because two records of one fact drift apart, and derivation at export time remains the right fix and remains upstream work. What changes is only that the resolution's convenience argument had a false leg; the load-bearing leg never did. THE ROOT CAUSE IS THE TOOL, NOT THE READER, which is why this is worth the words: entity_query(type='trace-edge') answers with the literal string ""unknown entity type 'trace-edge'"" for a type that is registered in ENTITY_TABLES, commented in the source as a 'write surface for relations', documented as a write surface in the plugin's own README and SKILL, and demonstrably writable. Confirmed again today by running both calls, and extended: entity_query(type='omission') returns the same false message for a type that also accepts writes. The read surface reports NON-QUERYABLE as NONEXISTENT for both. Reported upstream as findings_10 section A2, with the fix suggestion that the two conditions be distinguished. METHOD NOTE, the fourth in this project and the sharpest: my first attempt to close this trail grepped ONE exact phrase and concluded two carriers. A four-phrasing sweep found three. Searching for the wording you remember writing finds the entries you remember writing -- it does not find the ones that paraphrased you.",,,,PH-5,SL-025,2026-08-08T11:50:15Z,,
PE-184,note,"AC-080 REACHES MET ON THE ONE ARTIFACT A HAND-RUN CANNOT FORGE, AC-085 LOSES A LEG TO CLOUDTRAIL, AND DEF-027's REMEDY IS MEASURED VIABLE INSTEAD OF RECOMMENDED. AC-080 -> Met (AV-106). AV-105 had named the exit criterion precisely -- a CRON-TRIGGERED backup observed to land off-instance -- so this session had only to execute it, and the execution had two traps worth recording. THE FIRST TRAP IS THE CRONTAB ENVIRONMENT ASSIGNMENT. crontab.example carries ACMP_ENV_FILE=/opt/acmp/deploy/.env.cloud as an assignment that applies to every line BELOW it, so installing a standalone temporary crontab with just the drill line would have run backup.sh without ACMP_ENV_FILE, backup.sh would have refused (DEF-022's net), and the drill would have proved the refusal works rather than the schedule works -- a green-looking failure of exactly the DEF-023 family this project keeps catching. The line was APPENDED to the live crontab instead, and the assignment re-confirmed present above it before waiting. THE SECOND TRAP IS THAT THE ARTIFACTS DO NOT DISCRIMINATE. A hand-invoked backup.sh and a cron-invoked one produce byte-identical .bak files, identical filenames and identical log text; nothing in S3 can tell them apart. That is why AV-095's fully-green drill could not settle this AC, and it is why the evidence recorded is crond's OWN journal line -- `21:30:02 CROND[7778]: (root) CMD (cd /opt/acmp && deploy/scripts/backup.sh ...)` with CMDEND at 21:30:06 -- rather than the backup output. Corroboration that this was the first scheduled run on the box at all: /var/log/acmp-backup.log did not exist and /opt/acmp/backups was empty beforehand (local .bak files are pruned by AGE, not on upload, so empty means never run). The off-instance check was deliberately run FROM THE LAPTOP, since an `aws s3 ls` executed on the box shares fate with the box and NFR-058's first clause is exactly about not sharing fate. Schedule restored and diffed byte-identical both to the pre-drill capture and to the committed crontab.example. AC-085 STAYS PARTIAL BUT ON ONE LEG INSTEAD OF TWO (AV-107). Leg 4 was recorded Not-met on 2026-08-04 for the sound reason that an SsmActionDefinition needs explicit InstanceIds and no instances existed. They exist now, and the evidence turned out to be better than the AC asks for: rather than reading 07-launch.sh's create-or-update branch and asserting the behaviour, CloudTrail shows UpdateBudgetAction 33 seconds after the current instance launched, with OldAction carrying the TERMINATED predecessor i-05085d458d886dc08 and NewAction carrying i-07ac28ac2fedab921 -- the automatic re-pointing observed across a real replacement. Both branches are covered: one CreateBudgetAction and three UpdateBudgetActions in the trail. THE METHOD NOTE HERE IS ABOUT STALE VERDICTS, not about budgets: AV-088's leg 4 was correct when written and became wrong without anything touching it, because its premise was 'once P25 launches instances'. A verdict whose reason is a not-yet is a verdict with an expiry date, and nothing in the package makes it announce its own expiry. Worth a sweep of other Partial verdicts whose stated reason is a precondition rather than a defect. DEF-027 UPDATED, STILL OPEN, REMEDY NOW MEASURED. Option (b) -- SSM port-forward, zero code change -- was blocked only on session-manager-plugin not being installed. It no longer is, and not by installing anything: the winget/MSI route wants Program Files and stalls on a UAC prompt, while AWS's own SessionManagerPlugin.zip contains a nested package.zip whose bin/session-manager-plugin.exe runs standalone, which is all `aws ssm start-session` needs on PATH. The tunnel opened first try, which also settles that acmp-admin holds ssm:StartSession -- a different action from the ssm:SendCommand this project has used everywhere else, and previously an untested assumption. THE PROBE THROUGH IT IS THE RESULT: /kc/realms/master/.well-known/openid-configuration -> 200 and /kc/admin/realms/acmp/users -> 401, against 404 and 404 for the same two paths on the public 443 listener in the same minute. The 401-not-404 is the finding -- the admin API is reachable and merely unauthenticated, so nginx is not denying it AND Keycloak's hostname-strict mode does not reject a localhost Host header on the admin REST API, which had been reasoned but never tested. AC-081's deny posture is re-confirmed live in the same command. What remains is neither design nor infrastructure: global-setup authenticates with KC_BOOTSTRAP_ADMIN_PASSWORD, which exists only as a docker secret generated on the box, and retrieving it to the workstation was refused by this session's tool-permission layer. AC-076 is then one `npx playwright test` invocation. TWO THINGS DELIBERATELY NOT DONE, recorded so they are not mistaken for oversights. AC-085 leg 1 was not forced: the shape is now known and written into AV-107 (a temporary 1% ACTUAL notification, which is a separate API object from the 100% actions and so cannot disturb them, against a zero-datapoint SNS delivery baseline), but the create-notification call was refused by the same permission layer. AC-084 was not advanced, because its missing leg IS the e2e run that DEF-027 blocks; the alarm leg has meanwhile settled to OK on its own. HOUSEKEEPING: two empty directories named `certs;C` and `cloud-443.conf.template;C` under deploy/nginx/ -- MSYS path-conversion debris from an earlier session, untracked, and invisible to `git status` because git does not report empty directories -- were removed. The box's installed crontab still carries the pre-correction NFR-056/057 comment swap because the box runs fca58f36, which predates 788c42e; it is comment text only and will correct itself on the next bootstrap.",,,,PH-5,SL-025,2026-08-08T21:40:12Z,,
PE-185,note,"THE E2E SUITE RAN AGAINST UAT FOR THE FIRST TIME, WHICH UNBLOCKED TWO ACs AND EXPOSED A THIRD PROBLEM THE SUITE EXISTS TO FIND. DEF-027 option (b) executed exactly as designed, with zero code change and no relaxation of the /kc/ deny. The prerequisite that had blocked it turned out not to require installing anything: the winget/MSI route for session-manager-plugin wants Program Files and stalls on an invisible UAC prompt, but AWS's own SessionManagerPlugin.zip carries a nested package.zip whose bin/session-manager-plugin.exe runs standalone, and `aws ssm start-session` only needs the binary on PATH. The tunnel opened first try, which also settled that acmp-admin holds ssm:StartSession -- a different IAM action from the ssm:SendCommand used everywhere else here. global-setup seeded its fixtures through the tunnel while the browser drove the public host, which works only because it takes E2E_KEYCLOAK_URL separately from E2E_WEB_URL. AC-076 PENDING -> PARTIAL (AV-108): 6 of 7 passed. Auth is the headline -- a real Keycloak authorization-code + PKCE round-trip against the deployed realm, plus the unauthenticated-deep-link redirect. RTL/a11y went 4/4, axe-clean in both languages. AC-084 PARTIAL ON ONE LEG INSTEAD OF THREE (AV-109): that run IS the 'e2e run drives it' the AC asked for, and per-container memory was SAMPLED every 10s throughout rather than read once afterwards, because docker stats has no peak counter and an unsampled peak is simply lost. Keycloak peaked at 441.9 MiB of its 448 cap -- 98.6%, and it HELD, which is the alternative the AC explicitly allows ('raised or shown to hold'). Zero OOM, zero container deaths, dmesg clean, 46 MiB of 4 GiB swap touched. Recorded as a standing risk rather than a pass: 6.1 MiB of headroom is the thinnest in the stack, and the slack to fund any increase sits in worker (103.8 of 256) and seq (168.3 of 256). THE CORE LOOP FAILED, AND THE DIAGNOSIS IS THE MOST TRANSFERABLE THING IN THIS ENTRY (DEF-028). The step 'secretary schedules a meeting' timed out at 180s, and the decisive observation was a NEGATIVE one: nginx logged NO POST /api/meetings at all during the three minutes the test waited -- only the SPA's 30-second notification polls. The click produced no request. Everything that would have been the easy explanation was checked and eliminated rather than assumed: the API answered in 5-69ms in the same window, load average 0.02, all six containers healthy, zero OOM/die events, no console error and no page error in the Playwright trace, and the two nginx CSP headers are byte-identical between the 443 and 8080 templates. The failure snapshot shows the form fully and validly populated with the Schedule button enabled. THE MECHANISM IS A SILENT RETURN: SchedulePage.onSubmit ends in a bare `if (...) return;` over six conditions, and one of them -- the `!chair` lookup -- has NO rendered counterpart, because chairError tests the strictly weaker `!effectiveChairId`. A submit handler that can return without telling anyone is the fault; which branch took it is secondary, and which one took it here was NOT isolated, which is recorded as not-isolated rather than guessed. One thread left for whoever picks it up: GET /api/members, the call that populates the chair list, appears NOWHERE in the access log for the run, while POST /api/members/me appears repeatedly. CI IS GREEN ON THE SAME SPEC against the local compose stack (e2e run 31254328744), so the trigger is UAT-specific -- a realm that has been through real logins and JIT provisioning, which a fresh CI realm never sees. AC-085 LEG 1 ATTEMPTED, AND THE FAILURE IS MORE USEFUL THAN THE PLAN AV-107 RECORDED (AV-110). Arming a 1% threshold below current spend put the notification into ALARM instantly -- and delivered nothing: zero datapoints on NumberOfMessagesPublished/Delivered/Failed against a pre-armed zero baseline. A notification created ALREADY in alarm has no OK->ALARM transition to notify on, so that method can never pass, however long one waits. It is the un-failable check inverted: a check that cannot SUCCEED. Replaced with a 2% threshold ($1.20 against $1.065 spent) which sits in OK today and will transition on its own as ordinary spend crosses it -- a real notification on real spend, left armed for the next session to OBSERVE rather than act on. Both 100% budget ACTIONS were re-verified untouched after every change. A SECOND STALE PREMISE CORRECTED, and it is the same class as AV-088's leg 4 in PE-184: the handoff states the CPU-credit alarm 'recovered while the box sat idle'. A STOPPED t3 EARNS NO CREDITS. The alarm read OK only because a stopped instance publishes no datapoints; it returned to ALARM at ~6-9 credits the moment the box started. Credits accrue at 24/hour ONLY while running, so that leg needs about two hours of running time BEFORE the e2e run -- a scheduling constraint on the next attempt, not a defect. CLEANUP, recorded because 'who can log into UAT' is a question worth being able to answer: the suite seeds fixed-password e2e-* accounts whose password is committed in e2e/users.ts, onto a host whose 443 is open to 0.0.0.0/0. All three were deleted through the same tunnel (HTTP 204 each) and the realm verified back to its five legitimate accounts. The bootstrap admin credential was pulled disk-to-disk into a scratchpad file and never rendered into the session, then removed. The governance rows the run wrote are hash-chained and immutable and REMAIN in the UAT database permanently -- acceptable for UAT, and exactly why the suite must stay incapable of pointing at production.",,,,PH-5,SL-027,2026-08-08T22:06:53Z,,
PE-186,note,"DEF-028 ISOLATED BY EXPERIMENT, FIXED, AND A FALSE LEAD I PUT IN THE RECORD RETRACTED. FIRST THE RETRACTION, because it was mine and it would have cost the next reader hours. DEF-028 as first written asserted that 'GET /api/members appears NOWHERE in nginx's access log for the run, while POST /api/members/me appears repeatedly', and offered that as the first thread to pull. THE EVIDENCE DID NOT SUPPORT THE CLAIM. The grep behind it ended in `tail -n 8`, and all eight lines were the frequently-polling POST /api/members/me; any GET earlier in the run was simply outside the window. The honest statement was 'I did not check'. This is the fourth time in this project that a narrow search produced a confident wrong conclusion -- PE-183 recorded the same shape and even named the lesson, that searching for the wording you expect finds only what you expected -- and I repeated it anyway, three days later, in the same package. Recording that recurrence is the point: the lesson did not stick as a note, so it is restated here as a rule with teeth -- a claim of ABSENCE is never supportable by a truncated search, and `tail`, `head` and `-m` must not appear in the pipeline that establishes one. THE REAL CAUSE IS A RACE, AND IT WAS SETTLED BY A FALSIFICATION TEST RATHER THAN BY MORE READING. A scratchpad probe logged in as the seeded secretary against live UAT, opened /meetings/new, waited six seconds, filled the form exactly as core-loop.spec.ts does and clicked Schedule: POST /api/meetings ISSUED, meeting MTG-2026-001 created. The same probe with the wait removed -- i.e. behaving exactly as the spec does -- reproduced the failure exactly: GET /api/members had not even been sent, the chair control still read 'Loading members...', the click produced NO request at all, and NO error rendered anywhere on the page. One variable changed, opposite outcomes. THAT ALSO EXPLAINS THE THING THAT HAD MADE NO SENSE -- why the failure screenshot showed a perfectly valid form with 'chairman Seeded' selected. chairError is DERIVED state, not latched. At click time the members query had not resolved, so activeMembers was empty, onSubmit's `!chair` guard returned silently, and the error was displayed; 180 seconds later when Playwright captured the snapshot the data had arrived, the chair filled itself in and the error EVAPORATED. The artifact that was supposed to diagnose the failure had been overwritten by the recovery. WHY CI NEVER CAUGHT IT, and why this is a product defect rather than a test artifact: on localhost the members query always wins the race against the test, and over the internet it does not. A real user on a slow connection who clicks Schedule promptly gets exactly the same silence. Environment sensitivity of this kind is invisible to a test suite that only ever runs against localhost, which is the whole argument for AC-076 existing at all -- the AC found a defect that 140 green test files and a green e2e workflow could not. FIXED in commit ed74130, two faults not one: `chair` is now resolved ONCE in render scope so the guard and the message cannot disagree (chairError previously tested `!effectiveChairId`, strictly weaker than the guard's `!chair` lookup), and Schedule is DISABLED while the members query is loading. Disabled rather than 'loading' -- the button is not busy, the form is not ready, and the chair field already says so. Disabling is also what lets the e2e suite pass with NO change to the spec, because Playwright waits for an enabled button, so the race cannot occur. Two regression tests added; frontend 140 files green, coverage 99.64% against the 95% floor. AC-076's TEXT AMENDED (OQ-066), same shape as OQ-064's amendment of AC-085. Its stated method -- E2E_KEYCLOAK_URL=https://uat.../kc -- is provably impossible, since the 443 listener 404s both endpoints global-setup needs and AC-081 rests on that deny. The AC now names the SSM port-forward that was actually used. The SUBSTANCE graded is unchanged: the same three areas, against the same real environment. The amended method is strictly harder to arrange than the original text implies, and it was executed and evidenced (AV-108) BEFORE the amendment was written, not after -- this is correcting a specification against reality, not lowering a bar to make a verdict green. WHAT IS STILL BLOCKED, stated plainly: the fix cannot reach UAT from a branch. ci.yml publishes images only on a push to main, so AC-076 cannot go Met until the branch is merged, the tags re-pinned in /acmp/uat/env and the box re-bootstrapped. The merge itself was refused by this session's tool-permission layer, not by CI and not by policy.",,,,PH-5,SL-027,2026-08-08T22:27:15Z,,
PE-187,note,DEF-028 root cause isolated by falsification test against live UAT and fixed; AC-076 statement amended per OQ-066. Not yet deployed — images publish only from main.,,,,,,2026-08-08T22:29:11Z,"{""ref"": ""ed74130 (PR #195)"", ""binds"": [""DEF-028"", ""AC-076"", ""OQ-066"", ""SL-027"", ""PH-5""]}",
