id,kind,title,statement,priority,mvp,lifecycle_status,disposition,disposition_reason_ref,source_kind,source_span,introduced_in,retired_in,custom_attributes,last_referenced
FR-062,functional,"As a Secretary or Chairman, I want to create a committee decision record linked to a topic, capturing outcome (from canonical list), rationale, conditions (if conditionally approved), alternatives con","As a Secretary or Chairman, I want to create a committee decision record linked to a topic, capturing outcome (from canonical list), rationale, conditions (if conditionally approved), alternatives considered, authority actor, and effective date, so that the decision is complete and traceable.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-052"", ""User Story"": ""As a Secretary or Chairman, I want to create a committee decision record linked to a topic, capturing outcome (from canonical list), rationale, conditions (if conditionally approved), alternatives considered, authority actor, and effective date, so that the decision is complete and traceable."", ""FR-IDs"": ""FR-062, FR-064"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-063,functional,"As a Secretary, I want the outcome field to enforce selection from the canonical list (Approved, ConditionallyApproved, Rejected, MoreInfoRequired, FeedbackProvided, EnhancementsRequired, DesignChange","As a Secretary, I want the outcome field to enforce selection from the canonical list (Approved, ConditionallyApproved, Rejected, MoreInfoRequired, FeedbackProvided, EnhancementsRequired, DesignChangesRequired, ResearchRequired, Deferred, Escalated, Converted) with no free-text override, so that outcomes are consistently categorized.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-053"", ""User Story"": ""As a Secretary, I want the outcome field to enforce selection from the canonical list (Approved, ConditionallyApproved, Rejected, MoreInfoRequired, FeedbackProvided, EnhancementsRequired, DesignChangesRequired, ResearchRequired, Deferred, Escalated, Converted) with no free-text override, so that outcomes are consistently categorized."", ""FR-IDs"": ""FR-063"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-064,functional,A decision record shall capture alternatives considered (structured list: alternative name + reason not chosen) to preserve rationale.,A decision record shall capture alternatives considered (structured list: alternative name + reason not chosen) to preserve rationale.,M,1,Approved,,,brief,brief §6.6,1,,"{""v1"": {""ID"": ""FR-064"", ""Requirement"": ""A decision record shall capture alternatives considered (structured list: alternative name + reason not chosen) to preserve rationale."", ""Priority"": ""M"", ""Source"": ""brief §6.6"", ""Phase"": ""1""}}",
FR-065,functional,"As a Secretary, I want an issued decision to be immutable — corrections require creating a new superseding decision with a back-link to the prior — so that the record of governance cannot be silently ","As a Secretary, I want an issued decision to be immutable — corrections require creating a new superseding decision with a back-link to the prior — so that the record of governance cannot be silently altered.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-055"", ""User Story"": ""As a Secretary, I want an issued decision to be immutable — corrections require creating a new superseding decision with a back-link to the prior — so that the record of governance cannot be silently altered."", ""FR-IDs"": ""FR-065, FR-066"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-066,functional,"Once a decision record status is Issued (i.e., voting closed and chairman has acted), the decision content (outcome, rationale, alternatives, conditions) is immutable; corrections require creating a n","Once a decision record status is Issued (i.e., voting closed and chairman has acted), the decision content (outcome, rationale, alternatives, conditions) is immutable; corrections require creating a new superseding decision.",M,1,Implemented,,,brief,ADR-0009; P-06,1,,"{""v1"": {""ID"": ""FR-066"", ""Requirement"": ""Once a decision record status is Issued (i.e., voting closed and chairman has acted), the decision content (outcome, rationale, alternatives, conditions) is immutable; corrections require creating a new superseding decision."", ""Priority"": ""M"", ""Source"": ""ADR-0009; P-06"", ""Phase"": ""1""}}",
FR-067,functional,"As a Chairman or Secretary, I want to link a decision to a downstream artifact (Action, Risk) before marking it Issued, with at least one downstream link required, so that every decision drives follow","As a Chairman or Secretary, I want to link a decision to a downstream artifact (Action, Risk) before marking it Issued, with at least one downstream link required, so that every decision drives follow-through.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-054"", ""User Story"": ""As a Chairman or Secretary, I want to link a decision to a downstream artifact (Action, Risk) before marking it Issued, with at least one downstream link required, so that every decision drives follow-through."", ""FR-IDs"": ""FR-067"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-068,functional,Chairman shall be able to promote a committee decision to an ADR: a new ADR record (ADR-…) is created pre-filled from the decision record; the decision and ADR are bidirectionally linked.,Chairman shall be able to promote a committee decision to an ADR: a new ADR record (ADR-…) is created pre-filled from the decision record; the decision and ADR are bidirectionally linked.,S,0,Approved,,,brief,brief §6.11; README §E,1,,"{""v1"": {""ID"": ""FR-068"", ""Requirement"": ""Chairman shall be able to promote a committee decision to an ADR: a new ADR record (ADR-…) is created pre-filled from the decision record; the decision and ADR are bidirectionally linked."", ""Priority"": ""S"", ""Source"": ""brief §6.11; README §E"", ""Phase"": ""2""}}",
FR-069,functional,"As any committee member, I want to view a filterable decision history list (by outcome, topic, stream, date range, chairman), so that I can research past governance decisions efficiently.","As any committee member, I want to view a filterable decision history list (by outcome, topic, stream, date range, chairman), so that I can research past governance decisions efficiently.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-056"", ""User Story"": ""As any committee member, I want to view a filterable decision history list (by outcome, topic, stream, date range, chairman), so that I can research past governance decisions efficiently."", ""FR-IDs"": ""FR-069"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-070,functional,"As a Secretary, I want to configure a vote on a topic specifying the eligible voter list, voting options, quorum threshold, and whether abstentions are allowed, so that the formal ballot is correctly ","As a Secretary, I want to configure a vote on a topic specifying the eligible voter list, voting options, quorum threshold, and whether abstentions are allowed, so that the formal ballot is correctly set up.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-045"", ""User Story"": ""As a Secretary, I want to configure a vote on a topic specifying the eligible voter list, voting options, quorum threshold, and whether abstentions are allowed, so that the formal ballot is correctly set up."", ""FR-IDs"": ""FR-070"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-071,functional,"As a Secretary, I want the system to prevent closing a vote unless the quorum threshold is met (eligible voters present ≥ quorum count), so that no decision is ratified without sufficient participatio","As a Secretary, I want the system to prevent closing a vote unless the quorum threshold is met (eligible voters present ≥ quorum count), so that no decision is ratified without sufficient participation.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-047"", ""User Story"": ""As a Secretary, I want the system to prevent closing a vote unless the quorum threshold is met (eligible voters present ≥ quorum count), so that no decision is ratified without sufficient participation."", ""FR-IDs"": ""FR-071"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-072,functional,"As a Member or Chairman, I want to cast my attributed vote (one vote per session, no double voting), so that my position is on record.","As a Member or Chairman, I want to cast my attributed vote (one vote per session, no double voting), so that my position is on record.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-046"", ""User Story"": ""As a Member or Chairman, I want to cast my attributed vote (one vote per session, no double voting), so that my position is on record."", ""FR-IDs"": ""FR-072, FR-073"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-073,functional,Voting is always attributed in v1: all individual voter choices are recorded and visible to Auditor and Chairman; aggregate totals are also displayed. (Vote anonymity is out of scope for v1.),Voting is always attributed in v1: all individual voter choices are recorded and visible to Auditor and Chairman; aggregate totals are also displayed. (Vote anonymity is out of scope for v1.),M,1,Implemented,,,brief,ADR-0010,1,,"{""v1"": {""ID"": ""FR-073"", ""Requirement"": ""Voting is always attributed in v1: all individual voter choices are recorded and visible to Auditor and Chairman; aggregate totals are also displayed. (Vote anonymity is out of scope for v1.)"", ""Priority"": ""M"", ""Source"": ""ADR-0010"", ""Phase"": ""1""}}",
FR-074,functional,"As a Chairman, I want to record my final action on a closed vote — Confirm (ratify majority), Override (select different outcome with mandatory reason), or Abstain-from-override — with my action recor","As a Chairman, I want to record my final action on a closed vote — Confirm (ratify majority), Override (select different outcome with mandatory reason), or Abstain-from-override — with my action recorded explicitly and immutably, so that the committee's record reflects my authority decision.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-048"", ""User Story"": ""As a Chairman, I want to record my final action on a closed vote — Confirm (ratify majority), Override (select different outcome with mandatory reason), or Abstain-from-override — with my action recorded explicitly and immutably, so that the committee's record reflects my authority decision."", ""FR-IDs"": ""FR-074"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-075,functional,"As an Auditor or Chairman, I want all vote records (each voter's choice, timestamp, chairman action, quorum check result) to be immutable and stored in the append-only audit log after vote close, so t","As an Auditor or Chairman, I want all vote records (each voter's choice, timestamp, chairman action, quorum check result) to be immutable and stored in the append-only audit log after vote close, so that the ballot cannot be altered retroactively.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-049"", ""User Story"": ""As an Auditor or Chairman, I want all vote records (each voter's choice, timestamp, chairman action, quorum check result) to be immutable and stored in the append-only audit log after vote close, so that the ballot cannot be altered retroactively."", ""FR-IDs"": ""FR-075"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-076,functional,The system shall support a conflict-of-interest flag per voter per vote: a voter may declare a conflict; the declaration is recorded without automatically excluding the voter (exclusion is a chairman ,The system shall support a conflict-of-interest flag per voter per vote: a voter may declare a conflict; the declaration is recorded without automatically excluding the voter (exclusion is a chairman decision).,S,0,Approved,,,brief,brief §6.7,1,,"{""v1"": {""ID"": ""FR-076"", ""Requirement"": ""The system shall support a conflict-of-interest flag per voter per vote: a voter may declare a conflict; the declaration is recorded without automatically excluding the voter (exclusion is a chairman decision)."", ""Priority"": ""S"", ""Source"": ""brief §6.7"", ""Phase"": ""2""}}",
FR-077,functional,"As a Secretary, I want the vote status to follow the strict lifecycle Configured → Open → Closed → Ratified with no backward transitions, so that the ballot process is procedurally correct.","As a Secretary, I want the vote status to follow the strict lifecycle Configured → Open → Closed → Ratified with no backward transitions, so that the ballot process is procedurally correct.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-051"", ""User Story"": ""As a Secretary, I want the vote status to follow the strict lifecycle Configured → Open → Closed → Ratified with no backward transitions, so that the ballot process is procedurally correct."", ""FR-IDs"": ""FR-077"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-078,functional,"As an eligible voter, I want to receive an in-app notification when a vote is opened on a topic I am eligible for, so that I can cast my ballot without missing the window.","As an eligible voter, I want to receive an in-app notification when a vote is opened on a topic I am eligible for, so that I can cast my ballot without missing the window.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-050"", ""User Story"": ""As an eligible voter, I want to receive an in-app notification when a vote is opened on a topic I am eligible for, so that I can cast my ballot without missing the window."", ""FR-IDs"": ""FR-078"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-079,functional,"As a Secretary, Chairman, or topic Owner, I want to create an action item linked to a topic, decision, or risk with a mandatory owner and due date, so that every follow-through commitment has an accou","As a Secretary, Chairman, or topic Owner, I want to create an action item linked to a topic, decision, or risk with a mandatory owner and due date, so that every follow-through commitment has an accountable person and a deadline.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-057"", ""User Story"": ""As a Secretary, Chairman, or topic Owner, I want to create an action item linked to a topic, decision, or risk with a mandatory owner and due date, so that every follow-through commitment has an accountable person and a deadline."", ""FR-IDs"": ""FR-079, FR-080"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-080,functional,The system shall prevent creation of an action without an owner and a due date; these are required fields enforced at the API and UI layer.,The system shall prevent creation of an action without an owner and a due date; these are required fields enforced at the API and UI layer.,M,1,Approved,,,brief,P-13; brief §6.8,1,,"{""v1"": {""ID"": ""FR-080"", ""Requirement"": ""The system shall prevent creation of an action without an owner and a due date; these are required fields enforced at the API and UI layer."", ""Priority"": ""M"", ""Source"": ""P-13; brief §6.8"", ""Phase"": ""1""}}",
FR-081,functional,"As an action Owner, I want to update my action's status (Open → InProgress → Blocked → Completed) and add timestamped progress notes, so that the committee can track implementation without chasing me ","As an action Owner, I want to update my action's status (Open → InProgress → Blocked → Completed) and add timestamped progress notes, so that the committee can track implementation without chasing me in meetings.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-058"", ""User Story"": ""As an action Owner, I want to update my action's status (Open → InProgress → Blocked → Completed) and add timestamped progress notes, so that the committee can track implementation without chasing me in meetings."", ""FR-IDs"": ""FR-081"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-082,functional,"As any committee member, I want overdue actions (due date past, status not Completed/Verified/Cancelled) to be visually flagged automatically without any user action required, so that stalled work is ","As any committee member, I want overdue actions (due date past, status not Completed/Verified/Cancelled) to be visually flagged automatically without any user action required, so that stalled work is always visible.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-059"", ""User Story"": ""As any committee member, I want overdue actions (due date past, status not Completed/Verified/Cancelled) to be visually flagged automatically without any user action required, so that stalled work is always visible."", ""FR-IDs"": ""FR-082"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-083,functional,"As an action Owner, I want to receive an in-app reminder N days before my action is due (configurable, default 3 days), so that I can plan completion without missing the deadline.","As an action Owner, I want to receive an in-app reminder N days before my action is due (configurable, default 3 days), so that I can plan completion without missing the deadline.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-060"", ""User Story"": ""As an action Owner, I want to receive an in-app reminder N days before my action is due (configurable, default 3 days), so that I can plan completion without missing the deadline."", ""FR-IDs"": ""FR-083"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-084,functional,"As a Secretary or Chairman, I want the system to send an escalation notification when an action is overdue beyond a configurable threshold (default 2 days past due), so that chronic delays are surface","As a Secretary or Chairman, I want the system to send an escalation notification when an action is overdue beyond a configurable threshold (default 2 days past due), so that chronic delays are surfaced for intervention.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-061"", ""User Story"": ""As a Secretary or Chairman, I want the system to send an escalation notification when an action is overdue beyond a configurable threshold (default 2 days past due), so that chronic delays are surfaced for intervention."", ""FR-IDs"": ""FR-084"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-085,functional,"As a Secretary or Chairman, I want to mark a completed action as Verified (recorded with actor and timestamp), and the verifier must not be the action's owner, so that self-certification of completion","As a Secretary or Chairman, I want to mark a completed action as Verified (recorded with actor and timestamp), and the verifier must not be the action's owner, so that self-certification of completion is prevented (SoD-1).",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-062"", ""User Story"": ""As a Secretary or Chairman, I want to mark a completed action as Verified (recorded with actor and timestamp), and the verifier must not be the action's owner, so that self-certification of completion is prevented (SoD-1)."", ""FR-IDs"": ""FR-085"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-086,functional,"As a Secretary, I want to cancel an action with a mandatory cancellation reason, and the cancelled action remains in the topic's history and is never deleted, so that the audit trail is complete.","As a Secretary, I want to cancel an action with a mandatory cancellation reason, and the cancelled action remains in the topic's history and is never deleted, so that the audit trail is complete.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-063"", ""User Story"": ""As a Secretary, I want to cancel an action with a mandatory cancellation reason, and the cancelled action remains in the topic's history and is never deleted, so that the audit trail is complete."", ""FR-IDs"": ""FR-086"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-087,functional,"As any committee member, I want to view an actions dashboard showing all open, blocked, and overdue actions across all topics (filterable by owner, stream, topic, due date, status), so that I have a l","As any committee member, I want to view an actions dashboard showing all open, blocked, and overdue actions across all topics (filterable by owner, stream, topic, due date, status), so that I have a live view of implementation health.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-064"", ""User Story"": ""As any committee member, I want to view an actions dashboard showing all open, blocked, and overdue actions across all topics (filterable by owner, stream, topic, due date, status), so that I have a live view of implementation health."", ""FR-IDs"": ""FR-087"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-088,functional,"As any committee member, I want the topic detail page to show all actions linked to that topic with their current status, so that I can assess outstanding commitments without leaving the topic context","As any committee member, I want the topic detail page to show all actions linked to that topic with their current status, so that I can assess outstanding commitments without leaving the topic context.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-065"", ""User Story"": ""As any committee member, I want the topic detail page to show all actions linked to that topic with their current status, so that I can assess outstanding commitments without leaving the topic context."", ""FR-IDs"": ""FR-088"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-089,functional,"As a Secretary, Chairman, or Member, I want to create a risk record linked to a topic or action, specifying likelihood, impact, owner, and an optional mitigation plan, so that risks are formally captu","As a Secretary, Chairman, or Member, I want to create a risk record linked to a topic or action, specifying likelihood, impact, owner, and an optional mitigation plan, so that risks are formally captured and visible.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-066"", ""User Story"": ""As a Secretary, Chairman, or Member, I want to create a risk record linked to a topic or action, specifying likelihood, impact, owner, and an optional mitigation plan, so that risks are formally captured and visible."", ""FR-IDs"": ""FR-089"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-090,functional,"As a Secretary, I want the system to prevent closing a risk without a recorded mitigation plan or an explicit Accepted status with acceptance rationale, so that risks are not silently abandoned.","As a Secretary, I want the system to prevent closing a risk without a recorded mitigation plan or an explicit Accepted status with acceptance rationale, so that risks are not silently abandoned.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-067"", ""User Story"": ""As a Secretary, I want the system to prevent closing a risk without a recorded mitigation plan or an explicit Accepted status with acceptance rationale, so that risks are not silently abandoned."", ""FR-IDs"": ""FR-090"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-091,functional,"As a risk Owner, I want to update my risk's status through the lifecycle (Open → Mitigating → Closed; or Accepted/Escalated), so that the committee can track mitigation progress.","As a risk Owner, I want to update my risk's status through the lifecycle (Open → Mitigating → Closed; or Accepted/Escalated), so that the committee can track mitigation progress.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-068"", ""User Story"": ""As a risk Owner, I want to update my risk's status through the lifecycle (Open → Mitigating → Closed; or Accepted/Escalated), so that the committee can track mitigation progress."", ""FR-IDs"": ""FR-091"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-092,functional,"When a risk is Escalated, a notification shall be sent to Secretary and Chairman with the risk summary.","When a risk is Escalated, a notification shall be sent to Secretary and Chairman with the risk summary.",S,0,Approved,,,brief,brief §6.9,1,,"{""v1"": {""ID"": ""FR-092"", ""Requirement"": ""When a risk is Escalated, a notification shall be sent to Secretary and Chairman with the risk summary."", ""Priority"": ""S"", ""Source"": ""brief §6.9"", ""Phase"": ""2""}}",
FR-093,functional,"As any committee member, I want the topic detail page to show all risks linked to that topic with current status and a likelihood/impact indicator, so that risk exposure is visible in context.","As any committee member, I want the topic detail page to show all risks linked to that topic with current status and a likelihood/impact indicator, so that risk exposure is visible in context.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-069"", ""User Story"": ""As any committee member, I want the topic detail page to show all risks linked to that topic with current status and a likelihood/impact indicator, so that risk exposure is visible in context."", ""FR-IDs"": ""FR-093"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-094,functional,"As a Secretary, Chairman, or Member, I want to create a typed dependency edge (Blocks, DependsOn, RelatesTo) between two entities (topic, action, system), so that cross-topic and cross-stream blocking","As a Secretary, Chairman, or Member, I want to create a typed dependency edge (Blocks, DependsOn, RelatesTo) between two entities (topic, action, system), so that cross-topic and cross-stream blocking relationships are formally recorded.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-070"", ""User Story"": ""As a Secretary, Chairman, or Member, I want to create a typed dependency edge (Blocks, DependsOn, RelatesTo) between two entities (topic, action, system), so that cross-topic and cross-stream blocking relationships are formally recorded."", ""FR-IDs"": ""FR-094"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-095,functional,"As any committee member, I want the system to visually flag dependency edges that cross stream boundaries, so that cross-stream dependencies are immediately visible and can be coordinated.","As any committee member, I want the system to visually flag dependency edges that cross stream boundaries, so that cross-stream dependencies are immediately visible and can be coordinated.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-071"", ""User Story"": ""As any committee member, I want the system to visually flag dependency edges that cross stream boundaries, so that cross-stream dependencies are immediately visible and can be coordinated."", ""FR-IDs"": ""FR-095"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-096,functional,"The system shall perform an impact analysis query: given entity X, return all entities transitively blocked by or dependent on X via SQL graph traversal; result is displayed as a list and optionally r","The system shall perform an impact analysis query: given entity X, return all entities transitively blocked by or dependent on X via SQL graph traversal; result is displayed as a list and optionally rendered as a Tarseem dependency diagram.",S,0,Approved,,,brief,brief §6.10; ADR-0008,1,,"{""v1"": {""ID"": ""FR-096"", ""Requirement"": ""The system shall perform an impact analysis query: given entity X, return all entities transitively blocked by or dependent on X via SQL graph traversal; result is displayed as a list and optionally rendered as a Tarseem dependency diagram."", ""Priority"": ""S"", ""Source"": ""brief §6.10; ADR-0008"", ""Phase"": ""2""}}",
FR-097,functional,"A dependency graph view (rendered via Tarseem dependency family) shall be available on the topic detail page and the dependency module view, showing the local dependency neighborhood of a selected ent","A dependency graph view (rendered via Tarseem dependency family) shall be available on the topic detail page and the dependency module view, showing the local dependency neighborhood of a selected entity.",S,0,Approved,,,brief,brief §6.10; ADR-0006,1,,"{""v1"": {""ID"": ""FR-097"", ""Requirement"": ""A dependency graph view (rendered via Tarseem dependency family) shall be available on the topic detail page and the dependency module view, showing the local dependency neighborhood of a selected entity."", ""Priority"": ""S"", ""Source"": ""brief §6.10; ADR-0006"", ""Phase"": ""2""}}",
FR-098,functional,"As any committee member, I want the topic detail page to show inbound and outbound dependency edges, so that I understand what this topic blocks and what it depends on.","As any committee member, I want the topic detail page to show inbound and outbound dependency edges, so that I understand what this topic blocks and what it depends on.",M,1,Approved,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-072"", ""User Story"": ""As any committee member, I want the topic detail page to show inbound and outbound dependency edges, so that I understand what this topic blocks and what it depends on."", ""FR-IDs"": ""FR-098"", ""Priority"": ""M"", ""Size"": ""S""}}",
FR-099,functional,"Secretary or Chairman shall be able to create an ADR (in-app ADR-… ID) using the MADR-lite template: title, status, context, decision, consequences, alternatives (structured list), date.","Secretary or Chairman shall be able to create an ADR (in-app ADR-… ID) using the MADR-lite template: title, status, context, decision, consequences, alternatives (structured list), date.",S,0,Approved,,,brief,brief §6.11; digest §5.5,1,,"{""v1"": {""ID"": ""FR-099"", ""Requirement"": ""Secretary or Chairman shall be able to create an ADR (in-app ADR-… ID) using the MADR-lite template: title, status, context, decision, consequences, alternatives (structured list), date."", ""Priority"": ""S"", ""Source"": ""brief §6.11; digest §5.5"", ""Phase"": ""2""}}",
FR-100,functional,ADR status lifecycle shall be: Draft → Proposed → Approved → (Superseded | Deprecated). No backward transitions from Approved.,ADR status lifecycle shall be: Draft → Proposed → Approved → (Superseded | Deprecated). No backward transitions from Approved.,S,0,Approved,,,brief,README §E; brief §6.11,1,,"{""v1"": {""ID"": ""FR-100"", ""Requirement"": ""ADR status lifecycle shall be: Draft → Proposed → Approved → (Superseded \\"", ""Priority"": ""Deprecated). No backward transitions from Approved."", ""Source"": ""S"", ""Phase"": ""README §E; brief §6.11""}}",
FR-101,functional,A superseded ADR shall link to its superseding ADR; both records are preserved and immutable after the supersession event.,A superseded ADR shall link to its superseding ADR; both records are preserved and immutable after the supersession event.,S,0,Approved,,,brief,ADR-0009; brief §6.11,1,,"{""v1"": {""ID"": ""FR-101"", ""Requirement"": ""A superseded ADR shall link to its superseding ADR; both records are preserved and immutable after the supersession event."", ""Priority"": ""S"", ""Source"": ""ADR-0009; brief §6.11"", ""Phase"": ""2""}}",
FR-102,functional,"The ADR repository shall display a searchable list of all ADRs, filterable by status, date, author, and affected stream; full-text search on ADR content via SQL FTS.","The ADR repository shall display a searchable list of all ADRs, filterable by status, date, author, and affected stream; full-text search on ADR content via SQL FTS.",S,0,Approved,,,brief,brief §6.11,1,,"{""v1"": {""ID"": ""FR-102"", ""Requirement"": ""The ADR repository shall display a searchable list of all ADRs, filterable by status, date, author, and affected stream; full-text search on ADR content via SQL FTS."", ""Priority"": ""S"", ""Source"": ""brief §6.11"", ""Phase"": ""2""}}",
FR-103,functional,"An ADR shall be linkable to a committee decision (DECN-…), topic (TOP-…), and architecture invariant (AIV-…) in the traceability graph; these links shall appear on the ADR detail page and on the linke","An ADR shall be linkable to a committee decision (DECN-…), topic (TOP-…), and architecture invariant (AIV-…) in the traceability graph; these links shall appear on the ADR detail page and on the linked entity's detail page.",S,0,Approved,,,brief,brief §6.11; ADR-0008,1,,"{""v1"": {""ID"": ""FR-103"", ""Requirement"": ""An ADR shall be linkable to a committee decision (DECN-…), topic (TOP-…), and architecture invariant (AIV-…) in the traceability graph; these links shall appear on the ADR detail page and on the linked entity's detail page."", ""Priority"": ""S"", ""Source"": ""brief §6.11; ADR-0008"", ""Phase"": ""2""}}",
FR-104,functional,The ADR detail page shall render the ADR content in formatted Markdown; the raw Markdown is downloadable.,The ADR detail page shall render the ADR content in formatted Markdown; the raw Markdown is downloadable.,S,0,Approved,,,brief,brief §6.11,1,,"{""v1"": {""ID"": ""FR-104"", ""Requirement"": ""The ADR detail page shall render the ADR content in formatted Markdown; the raw Markdown is downloadable."", ""Priority"": ""S"", ""Source"": ""brief §6.11"", ""Phase"": ""2""}}",
FR-105,functional,"Secretary shall be able to manage ADR templates (TPL-…): create, edit, set as default for ADR type; templates are stored in the Knowledge module.","Secretary shall be able to manage ADR templates (TPL-…): create, edit, set as default for ADR type; templates are stored in the Knowledge module.",S,0,Approved,,,brief,brief §6.13,1,,"{""v1"": {""ID"": ""FR-105"", ""Requirement"": ""Secretary shall be able to manage ADR templates (TPL-…): create, edit, set as default for ADR type; templates are stored in the Knowledge module."", ""Priority"": ""S"", ""Source"": ""brief §6.13"", ""Phase"": ""2""}}",
FR-106,functional,"Secretary or Chairman shall be able to create an Architecture Invariant (AIV-…): category (Security/Performance/Data/Interoperability/Other [unverified — validate categories with committee]), scope (s","Secretary or Chairman shall be able to create an Architecture Invariant (AIV-…): category (Security/Performance/Data/Interoperability/Other [unverified — validate categories with committee]), scope (single-stream/multi-stream/platform/org-wide), statement (required), rationale (required), owner (required).",S,0,Approved,,,brief,brief §6.12,1,,"{""v1"": {""ID"": ""FR-106"", ""Requirement"": ""Secretary or Chairman shall be able to create an Architecture Invariant (AIV-…): category (Security/Performance/Data/Interoperability/Other [unverified — validate categories with committee]), scope (single-stream/multi-stream/platform/org-wide), statement (required), rationale (required), owner (required)."", ""Priority"": ""S"", ""Source"": ""brief §6.12"", ""Phase"": ""2""}}",
FR-107,functional,Invariant status lifecycle shall be: Draft → Proposed → Active → (Retired | Superseded).,Invariant status lifecycle shall be: Draft → Proposed → Active → (Retired | Superseded).,S,0,Approved,,,brief,README §E; brief §6.12,1,,"{""v1"": {""ID"": ""FR-107"", ""Requirement"": ""Invariant status lifecycle shall be: Draft → Proposed → Active → (Retired \\"", ""Priority"": ""Superseded)."", ""Source"": ""S"", ""Phase"": ""README §E; brief §6.12""}}",
FR-108,functional,"The system shall support recording a violation event against an active invariant: violation description, discovering entity (topic, audit, incident), severity, and a link to the topic or action that w","The system shall support recording a violation event against an active invariant: violation description, discovering entity (topic, audit, incident), severity, and a link to the topic or action that will remediate it.",S,0,Approved,,,brief,brief §6.12,1,,"{""v1"": {""ID"": ""FR-108"", ""Requirement"": ""The system shall support recording a violation event against an active invariant: violation description, discovering entity (topic, audit, incident), severity, and a link to the topic or action that will remediate it."", ""Priority"": ""S"", ""Source"": ""brief §6.12"", ""Phase"": ""2""}}",
