id,title,context,decision,consequences,lifecycle_status,disposition,disposition_reason_ref,superseded_by,source_kind,source_span,custom_attributes,last_referenced
ADR-0022,"ADR-0022: Reporting is client-side aggregation over thin registers — no columnstore read-model layer, no chart library (extends ADR-0001, ADR-0003; right-sizes docs/domain/reporting-dashboards.md §5)","P12 (Dashboards & Reports) is specified in docs/domain/reporting-dashboards.md §1.1/§5 with a dedicated **Reporting read-model layer** — SQL views/materialized tables with **columnstore indexes**, versioned `/api/v1/reports/...` aggregation endpoints, **server-side PDF** export, and **Hangfire-scheduled** report delivery. docs/domain/metrics-kpi-catalog.md lists 21 KPIs; ADR-0012/OQ-022 assume a **client chart library** (Recharts, with an RTL spike).

For the actual footprint — a **single committee, on-prem, ≤20 users** (CON-001), with every register holding a few hundred rows at most — that layer is disproportionate. P10g already delivered the Risk & Dependency reports by composing three existing REST reads **client-side** (`features/reports/reportAgg.ts`), and P10f the impact graph the same way, both recorded as ADR-0001-consistent (the SPA composing public API results is not a module reading another's tables). This ADR settles, once, how P12 is built so the doc-vs-code gap is deliberate (guardrail #11), not silently skipped like OQ-043/RowVersion once was.","Chosen: **client-side aggregation over thin, plain paged registers; no read-model/columnstore layer; no chart library.**

1. **No Reporting read-model tables, no columnstore, no `/api/v1/reports/*` aggregation endpoints in v1.** Dashboards and reports are composed in the SPA (`features/reports/*`, `features/dashboard/*`) from the modules' own public register reads.
2. **Where a dashboard needs data a register doesn't expose, add a plain paged register read to the owning module** — never a cross-schema aggregate. P12-PR1 adds exactly four: `GET /api/decisions` (committee-wide register), `GET /api/votes` (register, status-filterable), `GET /api/minutes` (InReview approval queue), and a `Topic.TimesDeferred` counter on the backlog projection. Each reads only its own module's tables (ADR-0001) and carries read-all authorization.
3. **Charts are CSS primitives**, composed from the shared design system (the `rpt-*` renderers P10g established) — bars/columns/stack/stat/matrix. **No Recharts/ECharts/Nivo.** This **resolves OQ-022**: the RTL question is moot because there is no chart library to validate; RTL comes from logical properties + the existing `dir` mirroring, verified by the live `.dc.html` VR.
4. **Export = client-side CSV only in v1.** Server-side **PDF** export and **Hangfire-scheduled** reports are deferred to PH-3 (they have no design surface and no ≤20-user justification yet), flagged in the progress log.
5. **Advanced / time-series dashboards** (docs/domain/reporting-dashboards.md DB-13/14/22/23/24; the Research dashboard DB-18 = PH-2) are deferred; PH-1 cards that would need absent time-series data render **honest-empty** and are flagged, not faked.

### Consequences

- Good: no analytics DB, no columnstore, no BI machinery, no chart-lib bundle weight or RTL risk; the design's CSS-primitive charts are reproduced exactly; every number traces to an already-authorized public read. Aggregating a few hundred rows in the browser is imperceptible at this scale.
- Good: the four new registers are reusable beyond dashboards (they are the long-planned ""Lists & Registers"" reads) and feed the Reports tabs directly.
- Trade-off: aggregation runs on the client, so a report over the *whole* register fetches it fully. Accepted — registers are bounded (no register exceeds one page at ≤20 users; P10g verified `pageSize=500` covers the set). A server aggregate is the upgrade path **iff** a register ever outgrows a single page.
- Trade-off: docs/domain/reporting-dashboards.md §5 and ADR-0003's ""reporting via columnstore"" now describe a **future** state, not v1. Recorded here rather than edited away; ADR-0003's datastore choice is unchanged (still SQL Server) — only the reporting-layer shape is right-sized.
- Trade-off: time-series cards are honest-empty until PH-3. Accepted and flagged — a visibly empty card is more truthful than a faked trend, and matches the design's own empty state.",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0023,"ADR-0023: Webex Integration — Multi-Channel Dispatch, HMAC Webhook, and OAuth Token Storage","P13 adds the Phase-2 Webex adapter (ADR-0005): governance events pushed to the committee Webex space as Adaptive Cards, and recording references pulled back. Realising it surfaced three decisions not settled by ADR-0005:

1. **Fan-out to multiple channels.** v1 had exactly one `INotificationChannel` (the in-app center), injected by ~15 handlers. Adding Webex as a second channel must not touch any caller.
2. **Authenticating an inbound webhook.** Webex calls back over HTTP with no user session — the first non-session endpoint in the codebase (no `AllowAnonymous` existed anywhere).
3. **Holding a Webex user token.** Meeting auto-create needs a secretary OAuth token (a bot cannot host); the token must survive restarts and refresh.","**1. Multi-channel dispatch via `INotificationSink` + `NotificationDispatcher`.** A new `INotificationSink` is the pluggable channel; `NotificationDispatcher : INotificationChannel` fans one message out to every registered sink and is the single `INotificationChannel`. The in-app channel becomes a sink; Webex registers a second sink (only when enabled). Callers are unchanged. The Webex sink collapses a per-recipient fan-out to **one** space post per `(Category, DeepLink)` within a request/job scope, and swallows its own failures so an optional channel never breaks the in-app write (the system of record). Only genuinely committee-wide events are mirrored to the shared space (subset-targeted events — vote/risk — stay in-app until per-user DM exists, D-14).

**2. Inbound webhook authenticated by HMAC, not a session.** `POST /api/webex/webhook` is anonymous (as are the OAuth browser endpoints in #3); an endpoint filter verifies the `x-spark-signature` HMAC (default **HMAC-SHA1** — Webex's default; SHA256/512 configurable) over the **raw** body, constant-time, and rejects 401 on mismatch. A 5-minute timestamp window drops replays. The handler returns 200 immediately and enqueues processing on Hangfire; the recording write-back is idempotent, so no event-id store is needed.

**3. OAuth token stored encrypted in an app-owned `webex` schema.** The single secretary token row is AES-GCM-encrypted (key derived from `Webex:TokenEncryptionKey`) in a tiny `WebexDbContext` (`webex` schema, provisioned by the API `MigrationRunner`). The token service refreshes transparently and re-persists rotated refresh tokens; it returns null when unavailable so meeting-create degrades gracefully (AC-072). The consent endpoints (`/api/webex/oauth/start|callback`) are top-level browser navigations that cannot carry a Keycloak bearer (ACMP is bearer-only, no server session cookie), so neither can be JwtBearer-gated — that gate would 401 every real callback. To avoid an **unauthenticated token-minting** endpoint (acute once the app is publicly reachable via ngrok), `/start` is gated by an **operator-only setup key** (`Webex:OAuthSetupKey`, fail-closed: absent/mismatched ⇒ 404). `/callback` is anonymous but only completes a flow whose **single-use `state` cookie** was minted by a key-gated `/start` in the same browser, and token linking emits an audit event (INV-005) for attributability. Production hardening (deferred): **SPA-mediated initiation** behind `AdminConfig` with an admin-subject-bound signed state, once a ""Connect Webex"" admin screen exists.

Meeting-create is triggered by the `ScheduleMeeting` handler through a new Shared seam `IWebexMeetingProvisioner` (Meetings registers a no-op default; the Webex adapter overrides it when enabled) — enqueue only, so scheduling never blocks on Webex.

### Consequences

- Good: adding a channel is a sink + DI line, not a refactor; the webhook is auditable and fails closed; tokens never appear in source or logs; everything is off when `Webex:Enabled=false`; the adapter depends only on `Acmp.Shared` (ArchUnit-enforced).
- Trade-off: space delivery broadcasts committee-wide events to everyone in the space (acceptable — cards carry no sensitive content; deep links enforce their own RBAC); per-user DM/invitations/attendance-matching are deferred pending a Membership email projection (D-14). The webhook needs public ingress (ngrok/reverse-proxy) — a deployment concern; air-gapped installs fall back to manual recording attach.",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0024,ADR-0024: Dedicated Background-Worker Container,"Today the app-owned Hangfire **server** (ADR-0014) runs inside the API host: recurring jobs (the action-reminder sweep) and, with P13, the Webex send/create/webhook-processing jobs all execute in the same process that serves HTTP requests. As Webex adds rate-limited, retry-heavy, network-bound background work, co-locating it with request serving couples their failure and restart behaviour. The operator has asked to run the Hangfire server in a **separate worker container**.

INV-002 requires the platform to stay a modular monolith — no second process without a measured, ADR-recorded need. A dedicated worker is **not** microservices (same codebase, same database, same modules, one more host *type*), but splitting the API and the worker is a deployment-topology change that this ADR records rather than making silently.","Chosen option: **2**. A new `Acmp.Worker` .NET Generic Host runs `AddHangfireServer()` and the recurring-job registrations (the action-reminder sweep moves here); the API keeps `AddHangfire(storage)` **client-only** (retains `IBackgroundJobClient` to enqueue). Both hosts share an `AddAcmpModules(config)` / `AddAcmpHangfireStorage(cs)` composition root in the new `Acmp.Bootstrap` library so their DI never drifts. The **API owns migrations** (`MigrationRunner`); the worker waits for the schema (compose `depends_on: api healthy`), avoiding a two-host migration race. A configurable `ngrok` ingress service (compose profile `ngrok`) exposes the API's webhook endpoint (dev + optional prod via a reserved `NGROK_DOMAIN`).

No bespoke headless identity was added: every worker job either opts out of the MediatR authorization check (`SweepActionRemindersCommand` is not an `IAuthorizedRequest`) or hardcodes its own `system:*` audit actor (the sweep uses `system:action-reminders`, the Webex writers `system:webex`), and the shared-kernel `CurrentUserService` is null-safe with no `HttpContext`. A `SystemCurrentUser` would change zero observable behaviour, so it is deliberately omitted (YAGNI) — add one only if a future job reads `ICurrentUser`.

### Consequences

- Good: job execution is isolated and independently restartable; the Webex jobs run off the request path; one image/codebase, one DB.
- Trade-off: a second container to run and monitor; the shared composition root must be kept the single wiring source; ngrok in production adds a third-party to the inbound path (operator-accepted; org reverse-proxy preferred where available).",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0025,"ADR-0025: Meeting-Recording Upload, Presigned Playback, and Deletion","FR-056 requires a Secretary to attach a Webex recording link **and/or upload a recording file** to a meeting. The Webex-webhook path (AC-070) stores a *reference* to a host-owned Webex recording — but on accounts without a cloud-recording license the webhook never fires (recordings stay local), so the operator needs a **manual upload** path, plus a way to **play** an uploaded recording in-app and to **delete** it. Recordings are large video (up to 2 GB), so how they are stored, served, and removed is an architecture decision worth recording rather than making silently.

ADR-0014 already established `IFileStore` over self-hosted MinIO for topic attachments (AC-049/050). This ADR extends that seam to meeting recordings and settles three points: object storage vs SQL BLOB, how a browser plays a MinIO-stored file, and delete semantics across the two recording sources.","Chosen option: **3**. A meeting recording is stored in MinIO (`acmp-recordings` bucket) via `IFileStore`; the object key is **server-derived** (`{meetingKey}/{guid}{ext}`, extension from the validated content-type — never the client filename, so SigV4 presigned URLs never break on spaces/unicode). The meeting aggregate carries the reference (`RecordingObjectKey` + display metadata), not the file. Playback is a short-lived (10-min) **pre-signed GET URL** minted by `GET /api/meetings/{key}/recording/url` and fed to a `<video>` element. MinIO is made browser-reachable through nginx `location /acmp-recordings/` (Host header preserved so the SigV4 signature validates against the public host; a dedicated presign `IMinioClient` built with the public endpoint + an explicit region avoids a region-discovery round-trip); only pre-signed GETs succeed (unsigned → 403; no bucket listing). Upload is `POST /{key}/recording` (multipart, `Policies.MinutesCapture` = Secretary/Chairman), size/MIME validated against `MeetingRecordingOptions` (video/mp4|webm|quicktime, ≤ **2 GB**); nginx `client_max_body_size` + per-endpoint Kestrel/multipart limits are raised to match. Delete is `DELETE /{key}/recording` (same policy): it clears all recording fields and, for an uploaded recording, best-effort-deletes the MinIO object; a Webex reference is only cleared (we do not own the Webex asset — a re-delivered webhook could re-attach it). Every upload/delete emits an `AuditEvent` (`Meetings.RecordingUploaded` / `Meetings.RecordingRemoved`).

### Consequences

- Good: reuses the proven storage seam; proper video streaming with seeking; no multi-GB through the API or the browser heap; both recording sources share one delete UX.
- Trade-off: MinIO's `acmp-recordings` bucket is reachable at the public origin for pre-signed GETs (mitigated: signature-gated, short TTL, no listing); a 2 GB upload buffers to container temp disk (nginx + Kestrel spool) — acceptable for occasional on-prem use; the presigned URL is a bearer-less capability for its TTL. Transcript retrieval stays deferred (P19).",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0026,"ADR-0026: Audit-Event Field Enrichment, Hash Versioning, and Same-Transaction Atomic Append (amends ADR-0009)","ADR-0009 chose an append-only, hash-chained `AuditEvent` store and its *Validation* section already prescribed entries ""with **actor, timestamp, entity reference, and change payload**"" plus **same-transaction** append. The domain SSoT `docs/domain/audit-and-records.md §1.1/§1.2` specifies the full target schema (`ActorUserId, ActorRole, Action, SubjectType, SubjectId, Outcome, Before, After, CorrelationId, PrevHash, RowHash`) and requires the audit row be written **in the same DB transaction** as the state change (NFR-042).

The shipped implementation under-delivered against its own ADR: `AuditEvent` carries only `OccurredAt · EventType · Subject · DataJson · PrevHash · Hash` (verified: `src/BuildingBlocks/Acmp.Shared/Infrastructure/Audit/AuditEvent.cs`), and the append runs in a **separate `AuditDbContext` transaction after** the module save (verified: `CastBallot.cs:64-66`; no `TransactionScope`/`BeginTransaction`/`UseTransaction` anywhere in `src`). This blocks `AC-017` (which, with `FR-151`, demands entity-type/id, action-type, actor, before/after JSON, correlation id) and leaves a window where a committed state change can go unaudited if the second transaction fails — contrary to NFR-042.

Closing `AC-017/018/019/020` forces the decision now (the Audit slice). Enriching the row **changes the hash payload**, which touches **INV-005** (""hash-chain votes/decisions/audit"") — hence this amending ADR rather than a silent build change.","Chosen: **Option 1.**

- **Schema.** Add `ActorUserId` (the OIDC `sub` string, matching the existing `Subject` — not a `Guid`, avoiding a `User` lookup; a deviation from the doc's suggested `Guid?`, recorded here), `ActorRole` (from `ICurrentUser.Roles`), `Action`, `SubjectType`, `SubjectId`, `Outcome{Success,Denied,Failure}`, `BeforeJson`, `AfterJson`, `CorrelationId`, and `HashVersion`. `EventType`/`Subject` are retained for back-compat.
- **Hash versioning.** `ComputeHash`/`Recompute()` select the canonical payload by `HashVersion` (existing rows = 1, new rows = 2). The chain link (`PreviousHash` ← prior `Hash`) is version-agnostic, so v1→v2 rows link and verify continuously. The v2 canonical form is **deterministic** (round-trip `O` timestamps, ordinal field order, an explicit null token) — a golden-hash test pins it.
- **Before/after.** An `ISaveChangesInterceptor` on every `ModuleDbContext` captures each mutated `AuditableEntity`'s **changed scalar properties** (`OriginalValues`/`CurrentValues`) as `{SubjectType, SubjectId, Before, After}` into a request-scoped buffer; the enriched sink drains it by `(SubjectType, SubjectId)`. Denials/system events (no mutation) record `Outcome=Denied/Failure` with null before/after.
- **Same-transaction atomicity (NFR-042).** The module `DbContext` and `AuditDbContext` share one scoped `DbConnection`; a MediatR `TransactionBehavior` opens/commits a single transaction per command, so the state change and its audit append commit or roll back together. One shared connection (not `TransactionScope` across two connections) avoids MSDTC escalation.
- **Correlation** = `Activity.Current?.TraceId`.

### Consequences

- Good: `AC-017` becomes satisfiable end-to-end; the chain stays verifiable across the schema change; no committed state change can be unaudited (NFR-042); before/after is automatic and privacy-bounded.
- Trade-off: the `IAuditSink.EmitAsync` seam widens and the ~80 emit sites are reworked to pass `action/subjectType/subjectId/outcome` (staged behind a compatibility overload so `main` stays green; `AC-017` flips to Met only when all state-change sites are migrated). A single shared transaction holds the audit-tail lock slightly longer — negligible at ≤20 users; `sp_getapplock`/partitioning only if it ever binds.
- Out of scope (routed to P16, logged in the deferred-work register): DB-permission immutability (`INSERT/SELECT`-only on `audit.*`) and the scheduled nightly verification job (C-INS-02). `AC-018` is met by the application guard (no setters/delete path) + a test; `AC-019` by the on-demand verify endpoint.",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0027,ADR-0027: Audit-Read Excludes Administrator — Segregation of Duties (supersedes the role clause of FR-151/FR-153),"The package contradicts itself on **who may read the audit log**:

- **Must-priority `FR-151`/`FR-153`** and the original brief §6.18 — and consequently `AC-017` (""visible to Auditor and Administrator"") and `AC-019` (""the Auditor or Administrator runs the integrity check"") — name **Auditor + Administrator**.
- The **permission-role matrix §C row 29**, **`docs/domain/audit-and-records.md §6/§7`**, the **SoD-5** control (`docs/domain/security-controls.md` C-INS-03), and the **already-built backend policy** `Policies.AuditRead = {Chairman, Secretary, Auditor}` (verified: `AuthorizationRegistration.cs:52`) **exclude Administrator** and instead grant Chairman + Secretary.

The frontend is a third, wrong, variant: it gates `/audit` to `{administrator, auditor, chairman}` (verified: `App.tsx:93`, `navModel.ts:63`) — including Administrator, omitting Secretary. Building the Audit slice forces a single answer; per the governance rule, code/package disagreement is resolved by an ADR, not left to drift.","Chosen: **Option 1.** Audit read (and the on-demand integrity check) = **{Auditor, Chairman, Secretary}**; **Administrator is excluded** from reading, searching, exporting, and deleting the audit log.

- The backend `Policies.AuditRead` is already correct — no change.
- The frontend is corrected: `App.tsx` `RequireRole` → `['auditor','chairman','secretary']`; `navModel.ts` `ACCESS.audit = {auditor:'full', chairman:'full', secretary:'full'}` (drop `administrator`, add `secretary`).
- `AC-017/019/020` wording is reconciled to the `Audit.Read` set; the traceability matrix `FR-153→AC-020` note records this supersession; `FR-151/153` carry a pointer to this ADR.

### Consequences

- Good: one consistent, least-privilege audit-read set across policy, matrix, ACs, and UI; SoD-5 preserved; the record's operator cannot silently inspect it.
- Trade-off: a Must-priority FR's role clause is superseded — recorded explicitly here and in the traceability matrix so the deviation is governed, not silent. An Administrator who needs an audit answer requests it from an Auditor/officer (proportional at ≤20 users).",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0028,ADR-0028: Serialize Audited Write-Commands via a Transaction-Scoped Application Lock (amends ADR-0026),"ADR-0009/0026 made the `AuditEvent` store an append-only, hash-chained log with **UNIQUE indexes on both
`PreviousHash` and `Hash`** (`IX_AuditEvents_PreviousHash`, `IX_AuditEvents_Hash`) so the chain cannot fork, and
made the audit append **same-transaction** with the state change (NFR-042). Each append reads the current chain
tip (`SqlAuditSink.TipHashAsync`) and inserts a row whose `PreviousHash` = that tip.

The `SqlAuditSink` `ponytail:` note accepted, without an application lock, that two **concurrent** appends both
read the same tip and only one can insert — the loser hitting a duplicate-key (SQL 2601/2627) — as negligible at
this deployment's scale (on-prem, ≤20 users). **D-18 disproved ""negligible in practice"":** the P15b live VR
reproduced it on the very first run (the SPA's login-time `Membership.ProfileSynced` append raced a seed
`Research.MissionProposed`, both chained off tip `1f738021` → the loser 500'd and, being same-transaction, rolled
its whole command back). A subsequent 8-way integration stress test then surfaced a **worse** failure mode in CI:
a **deadlock (SQL 1205)**, whose victim's transaction is rolled back entirely — so an in-place retry cannot even
recover it.

The committee chose to close D-18 with a robust, any-concurrency fix rather than accept the tradeoff to P16.","Acquire a **transaction-scoped exclusive application lock** (`sp_getapplock @Resource='acmp-audit-chain',
@LockMode='Exclusive', @LockOwner='Transaction'`) in `AmbientTransaction.EnsureStartedAsync` — i.e. **at tx-open,
immediately after `BeginTransaction`, before the first module write**. Because the ambient transaction opens
lazily on the first module write, this serializes **every audited write-command**: a command holds the lock from
tx-open until `TransactionBehavior` commits/rolls back, so the next command reads a **committed** tip. This makes
the write-command path both fork-free (no 2601) and deadlock-free (consistent lock order + no crosswise tip
contention). It is SQL-Server-only (`sp_getapplock`); a non-SqlServer connection (only hypothetical, in tests)
degrades to no serialization rather than erroring. A lock-timeout raises (`THROW`) so the command fails closed
rather than proceeding unaudited.

**Denial / autocommit path.** A denial (e.g. SoD/`already-voted`) writes no module entity, opens no ambient
transaction, and so holds no tx-open lock; it autocommits its `Denied` row. Concurrent denials can still fork the
chain but — having no crosswise module locks — can only fork, never deadlock. The **bounded retry** in
`SqlAuditSink.AppendAsync` (re-read the advanced tip, recompute, re-insert; ≤16 attempts; catches a 2601/2627 on
either the `PreviousHash` **or** `Hash` index; fails closed on exhaustion) remains as the backstop for this path.","- **Positive:** the audit hash-chain is provably non-forking and deadlock-free under any concurrency; INV-005 and
  NFR-042 hold under contention; no lost or unaudited state change.
- **Negative / accepted:** audited write-commands **serialize globally** (one committing at a time). At ≤20 users
  low-traffic this is negligible; if throughput ever matters, partition the lock per stream — not before.
- **Scope:** no schema/migration change (the lock is runtime-only). `INV-005` is *strengthened*, not changed, so
  this amends ADR-0026 rather than superseding it.
- **Verification:** two Testcontainers integration tests — 8 concurrent write-commands converge with the chain
  intact (serialization), and 8 concurrent denials converge via the retry (backstop) — plus the existing
  same-transaction atomicity suite, all green; the write-command case is proven green **in CI** (where the 1205
  first surfaced).",Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0029,"ADR-0029: Read-only ""Linked artifacts"" card on the wiki reading view + make Document a pickable link target","The design's wiki reading view (`ACMP Research & Knowledge.dc.html`, lines 356-363) shows cross-links as a
compact **read-only ""Linked artifacts"" card** (rows of `[key-chip] [title] [chevron]`, each navigating to the
linked artifact). During P15e the reading view instead mounted the shared `TraceabilityPanel` — a documented,
intentional deviation (progress-log:156): the panel is richer (grouped edges) **and** it exposed an ""Add
relationship"" affordance.

The P15 fidelity audit flagged this as an INV-014 divergence (WK10). Force-matching the mockup means the reading
view becomes read-only. But there is a coupled constraint: the shared `ArtifactPicker` only lists
**Topic / Action / Risk** as pickable endpoints (the only types with a FE list source), so a `Document` was never
a selectable *target* from any other artifact's panel. The wiki reading-view panel was therefore the **only** UI
path to create a wiki cross-link, and it was narrow + one-directional (a wiki page could link *out* to a
Topic/Action/Risk; nothing could ever link *to* a wiki page). Simply removing the panel would drop that
capability entirely (edges only via API/seed) — which the operator rejected.","Two coupled changes:

1. **Reading view** — replace `TraceabilityPanel` with a bespoke read-only `WikiLinkedArtifacts` card that
   matches the mockup. It reuses `useArtifactRelationships('Document', id)` (same edges the panel read), unions
   outgoing + incoming, routes each row through `hrefFor` (routable → `Link`, non-routable → plain row, never a
   dead link), and renders nothing when the document has no edges.
2. **Linking** — add `Document` to the shared `ArtifactPicker` (a `useWikiDocuments` list source, gated so it is
   fetched only when Document is offered) and to the **relationship** dialog's pickable set (`CreateRelationshipDialog`
   only — `Document` is not a `DependencyEndpointType`, so the dependency dialog must never offer it). A wiki page
   is now linked from any citing artifact's panel; the incoming edge then appears in the page's Linked-artifacts
   card automatically.

This **removes the wiki reading view's own ""Add relationship"" affordance** but replaces the lost capability with a
richer, bidirectional one: previously a wiki page could only link *out* to Topic/Action/Risk; now any artifact can
link *to* a wiki page (and the page shows it as an incoming link).","- **Positive:** the reading view matches the mockup (INV-014 closed for WK10); wiki linking is preserved and
  strengthened (bidirectional, driven from the citing artifact); no dead links; the shared `TraceabilityPanel`
  and its other consumers are untouched.
- **Negative / accepted:** the linking *direction* changes — you cite a wiki page **from** the referencing
  artifact's panel, not from the wiki page. Every relationship dialog now also fetches the wiki-documents list
  when Document is offered (negligible at ≤20 users; gated off for the dependency dialog).
- **Scope:** frontend only — no backend, schema, or API change. The design `.dc.html` already specifies the
  read-only card, so no design-update is owed for the reading-view cross-links.
- **Verification:** `WikiLinkedArtifacts.test.tsx` (empty → nothing; routable → link; non-routable → plain row);
  `WikiReadingView.test.tsx` (card focused on the document); `ArtifactPicker.test.tsx` (picks a Document target,
  resolving its localized title).",Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0030,ADR-0030: Per-ballot crypto hash chaining for closed votes (D-13),"Every vote **state change** (Configured/Open/Close/Ratify) is already hash-chained through the durable
`AuditEvent` store (BL-066, ADR-0009). But the individual ballot rows (`decisions.vote_ballots`) are **not**
themselves chained — the audit chain records *that* a vote closed, not the content of each ballot. A privileged
insider or DBA with direct SQL access (persona P3, threat T-04 / abuse-case AB-1) could therefore
`UPDATE decisions.vote_ballots SET choice = …` or delete a ballot on an already-closed vote and nothing would
detect it: app-layer immutability (no mutators + `RowVersion` + status guards) only defends writes that go
*through* the aggregate. This is the residual tracked as **D-13** (trigger: P16).","Chosen: **option 2.** At `Vote.Close` (where the tally already freezes), seal a hash chain over **all** ballot
rows:

- Order ballots deterministically by voter `sub` (stable, infra-independent — the verifier reproduces the order
  without trusting EF's load order); the hash includes the row's **position index**, so insert/delete/reorder is
  detectable, not only content edits.
- Each ballot `Hash = SHA-256(bc1 | index | voterSub | choice | recused | castAt | commentEn | commentAr | prevHash)`,
  `PreviousHash` linking to the prior ballot, genesis (`0…0`) for the first — the same canonical, null-flag-prefixed
  formula shape as `AuditEvent.ComputeHashV2`. The hashing lives self-contained in `Decisions.Domain`
  (`BallotChain`); it is **not** extracted to a shared helper unless it becomes byte-identical to the audit one
  (avoids coupling Shared↔Decisions).
- **Legacy handling (no backfill):** votes closed before P16 have `ChainSealedAt = null` and are reported
  `Unsealed` (not a tamper) — the verifier skips them. Backfilling historical ballot hashes was rejected as
  disproportionate; new closes are chained, and the AuditEvent state-change chain already covers pre-P16 closes.
- **Verification:** `Vote.VerifyBallotChain()` (first broken index + reason) and `Vote.VerifyTally()` (the frozen
  `tally_json` must still equal a recompute from the chain-verified ballots — catches a forged tally). Both are
  driven nightly by the `IIntegrityVerifier` (D-16/C-INS-02) via a per-module `IIntegrityCheck` seam
  (`VoteChainIntegrityCheck`), which rides ADR-0001 (a read-only same-module check, no new write seam).","- **Positive:** a direct-SQL edit/delete/reorder of a closed vote's ballots, or a forged tally, becomes
  detectable and is alerted + audited nightly. Closes D-13. Two nullable columns (`vote_ballots.PreviousHash/Hash`)
  + `votes.ChainSealedAt`; no new dependency; no PKI.
- **Negative / accepted:** legacy pre-P16 closed votes are not ballot-chained (accepted — proportional).
  Tamper-*evidence*, not prevention: **RISK-SEC-001** stands — colluding chairman+secretary can still co-attest a
  fraudulent vote; the chain makes it detectable and non-repudiable, not impossible. The `bc1` payload formula is
  now a compatibility contract (changing it invalidates every sealed ballot), exactly like the audit formula.",Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0031,"ADR-0031: Database-permission audit immutability (least-priv role, DENY UPDATE/DELETE on schema::audit)","The `AuditEvent` store is immutable **at the application layer**: the entity has no public setters and no
delete path, `SaveChanges` only ever `Add`s, and the hash chain makes tampering detectable (ADR-0009/0026).
But the *database* does not yet enforce append-only: a principal with direct SQL access (persona P3 / P4,
threat T-06, abuse-case AB-5) could `UPDATE`/`DELETE` `audit.AuditEvents` rows out-of-band. Control
**C-AUDIT-04** requires DB-permission segregation — the application's SQL principal must hold **no UPDATE/DELETE
grant on `audit.*`**. This is the DB-permission half of deferred-work item **D-16** (the nightly verify job is
the other half, delivered in the same batch under ADR-0030/C-INS-02).","Chosen: **option 2.** Migration `Audit_DenyMutation` (on `AuditDbContext`, schema `audit`), idempotent:

```
IF DATABASE_PRINCIPAL_ID('acmp_app') IS NULL CREATE ROLE acmp_app;
GRANT  SELECT, INSERT ON SCHEMA::audit TO acmp_app;   -- append + read only
DENY   UPDATE, DELETE ON SCHEMA::audit TO acmp_app;   -- no mutation, no deletion
```

**Operator / P18 responsibility (the effectiveness boundary):** the control is only *effective* once the runtime
application connects as a login **mapped to `acmp_app` and NOT a member of `sysadmin` / not the `dbo` user** —
because `sysadmin` and `dbo` bypass `DENY`. In the shipped dev and e2e stacks the app currently connects as
**`sa`**, so the DENY is **inert there today**. Provisioning the least-priv app login (and its secret) is
**P18/operator** work; this migration ships the role + grants now so the switch is a configuration change, not a
code change (NFR-053).","- **Positive:** once the app runs least-priv, the database refuses any UPDATE/DELETE on `audit.AuditEvents` from
  the application principal — closing the C-AUDIT-04 / D-16 DB-permission gap behind the already-`Met`
  AC-017/018. Harmless on current stacks (the `acmp_app` role has no members yet). Proven under a restricted
  login by `AuditImmutabilityDbPermissionTests` (Testcontainers, real SQL Server).
- **Negative / accepted:** **inert until the operator switches the app login** (tracked as a P18/operator
  residual and stated in the `security-controls-audit` register — the verdict is **Partial**, not Met, to avoid
  false assurance). Migrations themselves run as a privileged deploy principal (not the runtime login), so
  schema evolution is unaffected. Full host compromise still defeats it (RISK-SEC-002, accepted).",Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
